name,country,region,sub_region,latitude,longitude,elevation_m,coast_distance_km,avg_temp_summer_c,avg_temp_winter_c,annual_rainfall_mm,sunny_days_per_year,hiking_trails_count,unesco_sites_within_100km,museum_count,national_parks_within_100km,theme_parks_count,cost_of_living_index,avg_3star_hotel_usd,annual_visitors_millions,visitors_per_capita,label
Manaus (Amazon),Brazil,South America,Amazonas,-14.27,-51.487,117.0,96.4,22.1,24.3,1340.0,261.0,46.0,2,4.0,2,0,45.4,74.0,0.376,0.15,Adventure
Pantanal,Brazil,South America,Mato Grosso,-13.528,-53.078,0,51.4,24.0,22.4,2059.0,255.0,11.0,1,65.0,1,0,38.2,72.0,0.649,0.09,Adventure
Fernando de Noronha,Brazil,South America,Pernambuco,-14.612,-50.243,74.0,32.8,24.3,22.6,1612.0,242.0,5.0,1,58.0,2,0,40.2,67.0,0.211,0.09,Relaxation
Recife,Brazil,South America,Pernambuco,-13.645,-52.237,109.0,230.7,21.0,22.1,1606.0,249.0,30.0,1,58.0,2,0,33.9,69.0,0.262,0.18,Relaxation
Porto de Galinhas,Brazil,South America,Pernambuco,-16.352,-51.85,180.0,2.4,23.1,23.7,1935.0,251.0,0,1,7.0,1,0,43.6,73.0,0.387,0.35,Relaxation
Jericoacoara,Brazil,South America,Ceará,-14.296,-51.196,205.0,164.7,19.3,22.1,1838.0,218.0,17.0,0,65.0,2,0,32.1,63.0,0.427,0.18,Relaxation
Fortaleza,Brazil,South America,Ceará,-13.305,-50.661,70.0,237.4,24.1,23.8,1748.0,224.0,37.0,1,72.0,1,0,43.2,88.0,0.587,0.23,Relaxation
Búzios,Brazil,South America,Rio de Janeiro,-13.53,-49.256,93.0,198.4,23.0,24.5,2137.0,230.0,8.0,1,67.0,1,0,33.5,60.0,0.316,0.05,Relaxation
Paraty,Brazil,South America,Rio de Janeiro,-13.484,-52.51,192.0,207.4,23.3,23.1,2119.0,260.0,4.0,0,55.0,0,0,38.9,65.0,0.33,0.04,Relaxation
Ilha Grande,Brazil,South America,Rio de Janeiro,-14.846,-51.733,328.0,30.5,21.9,22.7,2086.0,242.0,7.0,1,67.0,1,0,35.7,63.0,0.238,0.03,Relaxation
Lençóis Maranhenses,Brazil,South America,Maranhão,-13.35,-54.173,200.0,148.9,20.7,25.0,1586.0,262.0,9.0,1,46.0,1,0,31.7,62.0,0.265,0.09,Adventure
Chapada Diamantina,Brazil,South America,Bahia,-11.637,-47.485,341.0,246.0,20.0,22.3,1841.0,239.0,10.0,0,54.0,0,0,42.3,86.0,0.289,0.05,Adventure
Brasília,Brazil,South America,Federal District,-15.376,-55.545,207.0,113.2,24.4,20.7,2096.0,195.0,0,3,221.0,0,1,42.3,75.0,1.027,0.02,Culture
Trancoso,Brazil,South America,Bahia,-15.371,-52.214,82.0,44.0,21.2,23.6,2052.0,225.0,30.0,1,60.0,1,0,38.8,88.0,0.153,0.03,Luxury
Buenos Aires,Argentina,South America,Buenos Aires,-39.631,-63.69,36.0,185.6,14.7,16.9,511.0,214.0,12.0,2,66.0,0,0,42.5,74.0,1.383,0.14,Culture
Mendoza,Argentina,South America,Mendoza,-36.656,-62.47,184.0,118.5,12.3,20.3,627.0,244.0,24.0,0,18.0,2,0,50.2,101.0,0.53,2.04,Luxury
Bariloche,Argentina,South America,Río Negro,-36.393,-58.824,600.0,102.8,11.0,12.8,704.0,240.0,38.0,0,19.0,0,0,33.1,57.0,0.193,0.17,Adventure
El Calafate,Argentina,South America,Santa Cruz,-38.832,-64.979,112.0,57.9,11.9,17.4,729.0,231.0,16.0,0,12.0,0,0,28.5,54.0,0.218,0.36,Adventure
El Chaltén,Argentina,South America,Santa Cruz,-39.902,-64.488,78.0,165.1,11.1,16.0,574.0,209.0,4.0,0,10.0,1,0,34.6,60.0,0.12,0.4,Adventure
Ushuaia,Argentina,South America,Tierra del Fuego,-39.12,-63.051,141.0,213.7,13.3,15.4,354.0,259.0,5.0,1,13.0,1,0,30.5,60.0,0.281,0.19,Adventure
Iguazú Falls (AR),Argentina,South America,Misiones,-38.114,-65.281,122.0,123.0,12.2,17.6,705.0,213.0,21.0,0,33.0,0,0,31.7,57.0,0.158,0.13,Adventure
Salta,Argentina,South America,Salta,-37.427,-64.804,162.0,118.1,13.5,18.5,797.0,237.0,6.0,0,13.0,1,0,28.4,49.0,0.236,0.48,Culture
Cafayate,Argentina,South America,Salta,-39.325,-62.505,190.0,67.5,11.7,21.0,690.0,201.0,27.0,0,11.0,2,0,44.6,91.0,0.501,0.35,Luxury
Córdoba (AR),Argentina,South America,Córdoba,-39.346,-60.231,0,87.2,14.3,20.3,642.0,190.0,13.0,0,20.0,2,0,34.6,73.0,0.32,0.54,Culture
Tigre,Argentina,South America,Buenos Aires,-39.339,-60.599,9.0,80.7,12.2,17.6,524.0,201.0,17.0,0,18.0,1,0,33.9,60.0,0.259,0.16,Relaxation
Mar del Plata,Argentina,South America,Buenos Aires,-39.666,-67.646,28.0,42.9,15.5,21.1,783.0,220.0,12.0,0,17.0,1,0,30.6,68.0,0.378,0.42,Relaxation
Puerto Madryn,Argentina,South America,Chubut,-37.392,-65.46,243.0,50.3,12.5,16.0,691.0,221.0,0,0,10.0,0,0,29.7,58.0,0.295,0.66,Adventure
Tilcara,Argentina,South America,Jujuy,-36.496,-61.156,206.0,126.1,14.2,14.3,457.0,216.0,20.0,0,26.0,1,1,29.3,65.0,0.662,1.02,Culture
Santiago,Chile,South America,Metropolitan,-36.66,-72.577,172.0,79.7,13.3,18.2,444.0,247.0,3.0,2,45.0,0,0,40.7,91.0,0.797,0.27,Culture
Valparaíso,Chile,South America,Valparaíso,-36.091,-71.917,181.0,67.8,14.6,17.6,341.0,214.0,4.0,0,17.0,1,0,45.7,77.0,0.179,0.3,Culture
Atacama Desert (San Pedro),Chile,South America,Antofagasta,-37.825,-68.987,505.0,266.4,13.6,17.7,67.0,258.0,7.0,0,4.0,2,0,49.1,82.0,0.077,0.3,Adventure
Patagonia - Puerto Natales,Chile,South America,Magallanes,-34.924,-75.151,165.0,207.5,13.7,16.0,363.0,231.0,22.0,0,8.0,0,0,33.7,74.0,0.104,0.53,Adventure
Torres del Paine,Chile,South America,Magallanes,-34.691,-69.985,176.0,221.9,13.8,17.0,450.0,240.0,29.0,0,6.0,1,0,36.9,74.0,0.128,0.2,Adventure
Easter Island,Chile,South America,Valparaíso,-36.77,-72.675,144.0,2.2,14.5,18.1,541.0,242.0,19.0,0,12.0,2,0,47.6,90.0,0.378,1.02,Adventure
Pucón,Chile,South America,Araucanía,-35.578,-72.097,34.0,237.7,14.4,18.6,275.0,253.0,0,0,5.0,0,0,37.7,72.0,0.173,0.24,Adventure
Chiloé,Chile,South America,Los Lagos,-38.123,-69.55,66.0,187.8,13.3,20.3,365.0,213.0,20.0,0,14.0,2,0,40.9,86.0,0.035,0.1,Adventure
Wine Country - Colchagua,Chile,South America,O'Higgins,-37.498,-72.142,161.0,175.9,13.6,16.0,353.0,245.0,15.0,0,0,2,0,53.3,94.0,0.276,0.37,Luxury
La Serena,Chile,South America,Coquimbo,-35.834,-72.615,121.0,63.2,15.1,14.0,324.0,242.0,14.0,0,14.0,1,1,36.1,60.0,0.09,0.14,Adventure
Punta Arenas,Chile,South America,Magallanes,-35.722,-72.14,309.0,37.0,11.3,17.8,287.0,211.0,19.0,0,20.0,1,0,46.3,78.0,0.071,0.22,Adventure
Bogotá,Colombia,South America,Cundinamarca,6.521,-76.537,71.0,52.7,21.6,21.1,2421.0,200.0,12.0,2,91.0,0,0,36.4,56.0,0.974,0.09,Culture
Cartagena,Colombia,South America,Bolívar,2.783,-75.861,151.0,64.9,20.4,21.8,1739.0,204.0,9.0,0,12.0,0,0,39.4,54.0,0.299,1.08,Culture
Medellín,Colombia,South America,Antioquia,1.957,-73.504,197.0,177.1,20.8,21.9,1747.0,225.0,22.0,0,20.0,1,0,33.6,56.0,0.115,0.06,Culture
Santa Marta,Colombia,South America,Magdalena,3.53,-75.305,125.0,231.9,21.9,19.6,2524.0,208.0,23.0,0,3.0,1,0,30.3,48.0,0.139,0.09,Culture
Tayrona National Park,Colombia,South America,Magdalena,5.702,-72.059,172.0,218.9,21.6,23.3,2208.0,221.0,62.0,0,2.0,2,0,29.5,54.0,0.137,0.08,Adventure
San Andrés,Colombia,South America,San Andrés,4.222,-77.211,143.0,106.7,21.0,21.5,2688.0,177.0,14.0,0,22.0,0,0,33.1,56.0,0.191,0.11,Relaxation
Salento (Coffee Region),Colombia,South America,Quindío,5.072,-70.416,226.0,60.7,21.2,23.7,3262.0,203.0,19.0,0,0.0,0,0,32.1,59.0,0.155,0.08,Adventure
Cali,Colombia,South America,Valle del Cauca,4.542,-74.051,123.0,95.1,20.6,21.7,2348.0,195.0,23.0,0,18.0,1,0,36.0,67.0,0.193,0.17,Culture
Guatapé,Colombia,South America,Antioquia,5.496,-76.412,153.0,166.7,18.0,21.4,3256.0,200.0,0,0,14.0,1,0,28.6,54.0,0.362,0.63,Culture
Caño Cristales,Colombia,South America,Meta,4.697,-73.952,111.0,57.5,20.9,22.3,2702.0,213.0,14.0,0,1.0,0,0,35.2,52.0,0.173,0.13,Adventure
Quito,Ecuador,South America,Pichincha,-0.603,-78.435,107.0,57.0,16.8,20.1,1376.0,185.0,7.0,1,44.0,0,1,37.0,75.0,0.609,0.19,Culture
Galápagos - Santa Cruz,Ecuador,South America,Galápagos,-1.275,-76.317,125.0,165.3,17.1,19.8,1651.0,191.0,30.0,0,5.0,2,0,34.1,72.0,0.086,0.19,Adventure
Galápagos - Isabela,Ecuador,South America,Galápagos,-2.202,-78.652,21.0,57.7,19.0,19.3,1576.0,190.0,25.0,0,15.0,2,0,33.7,61.0,0.025,0.06,Adventure
Cuenca (Ecuador),Ecuador,South America,Azuay,-1.294,-78.69,100.0,165.2,17.9,17.7,1370.0,197.0,9.0,0,16.0,1,1,32.1,56.0,0.11,0.19,Culture
Baños,Ecuador,South America,Tungurahua,-1.476,-76.837,92.0,144.3,17.1,16.4,1463.0,184.0,23.0,0,9.0,1,0,38.7,67.0,0.053,0.08,Adventure
Otavalo,Ecuador,South America,Imbabura,-2.469,-78.161,249.0,186.4,16.9,19.8,1355.0,167.0,1.0,0,19.0,0,0,33.1,57.0,0.081,0.21,Culture
Mindo,Ecuador,South America,Pichincha,-2.526,-78.219,202.0,216.2,16.5,18.5,1236.0,183.0,32.0,0,0,0,0,28.2,55.0,0.062,0.11,Adventure
Montañita,Ecuador,South America,Santa Elena,-2.871,-79.406,141.0,123.1,16.5,19.4,1800.0,156.0,8.0,0,11.0,1,0,31.3,48.0,0.041,0.07,Relaxation
La Paz (Bolivia),Bolivia,South America,La Paz,-15.127,-63.378,0,114.8,15.3,15.7,402.0,259.0,10.0,1,16.0,1,0,34.5,49.0,0.346,0.13,Culture
Salar de Uyuni,Bolivia,South America,Potosí,-16.557,-62.03,170.0,159.9,13.7,17.6,598.0,228.0,16.0,0,0,0,0,28.4,47.0,0.04,0.1,Adventure
Sucre,Bolivia,South America,Chuquisaca,-17.451,-63.93,63.0,58.3,16.5,17.9,449.0,252.0,6.0,0,20.0,0,0,27.1,55.0,0.061,0.14,Culture
Copacabana (Bolivia),Bolivia,South America,La Paz,-14.431,-63.316,100.0,102.5,16.6,20.2,647.0,218.0,8.0,0,18.0,1,0,27.1,45.0,0.06,0.23,Adventure
Santa Cruz (Bolivia),Bolivia,South America,Santa Cruz,-15.062,-66.457,178.0,246.4,14.5,18.9,661.0,273.0,8.0,0,13.0,1,0,30.5,44.0,0.098,0.32,Culture
Potosí (city),Bolivia,South America,Potosí,-16.472,-63.895,194.0,87.3,13.5,16.3,534.0,247.0,22.0,0,22.0,1,0,20.6,39.0,0.049,0.15,Culture
Rurrenabaque,Bolivia,South America,Beni,-17.175,-63.829,224.0,27.2,12.0,17.9,546.0,220.0,23.0,0,7.0,1,0,30.2,50.0,0.072,0.16,Adventure
Montevideo,Uruguay,South America,Montevideo,-35.72,-57.457,152.0,89.2,12.0,21.8,1126.0,211.0,6.0,1,17.0,1,0,51.9,92.0,1.428,3.3,Relaxation
Punta del Este,Uruguay,South America,Maldonado,-33.543,-56.936,144.0,171.8,14.7,20.7,1118.0,191.0,9.0,0,0,1,0,43.0,74.0,0.291,2.54,Relaxation
Colonia del Sacramento,Uruguay,South America,Colonia,-33.768,-56.171,87.0,51.6,13.5,20.7,1259.0,231.0,18.0,0,5.0,0,0,50.1,105.0,0.05,0.49,Relaxation
José Ignacio,Uruguay,South America,Maldonado,-35.847,-55.016,48.0,126.6,12.4,23.1,1384.0,189.0,6.0,0,2.0,1,0,45.1,72.0,0.211,3.62,Relaxation
Cabo Polonio,Uruguay,South America,Rocha,-32.801,-57.485,0,95.4,15.8,21.6,1161.0,224.0,13.0,0,7.0,1,0,43.9,74.0,0.109,1.8,Relaxation
Sydney,Australia,Oceania,New South Wales,-24.734,137.157,72.0,188.3,13.9,23.3,484.0,258.0,0,0,1.0,2,0,72.6,158.0,0.088,0.26,Culture
Melbourne,Australia,Oceania,Victoria,-25.671,133.767,153.0,116.9,12.4,22.4,523.0,251.0,33.0,1,7.0,0,0,80.3,178.0,0.338,0.75,Culture
Brisbane,Australia,Oceania,Queensland,-24.438,136.025,142.0,147.6,12.0,23.0,688.0,236.0,20.0,1,0,0,1,93.0,146.0,0.429,1.93,Culture
Gold Coast,Australia,Oceania,Queensland,-25.957,133.424,39.0,0.9,13.8,23.1,512.0,238.0,4.0,0,10.0,2,1,111.7,204.0,0.864,1.27,Family
Cairns,Australia,Oceania,Queensland,-25.364,135.741,137.0,228.4,10.2,24.0,593.0,236.0,14.0,0,22.0,1,0,85.9,154.0,0.657,0.85,Adventure
Great Barrier Reef - Whitsundays,Australia,Oceania,Queensland,-24.092,136.474,40.0,1.6,13.0,22.7,567.0,236.0,23.0,1,7.0,2,0,87.7,163.0,1.793,2.04,Adventure
Port Douglas,Australia,Oceania,Queensland,-24.269,132.661,102.0,1.6,12.0,23.7,545.0,243.0,12.0,0,1.0,2,0,102.8,212.0,1.067,2.65,Adventure
Daintree Rainforest,Australia,Oceania,Queensland,-27.373,133.082,193.0,38.8,10.0,23.1,558.0,226.0,47.0,2,6.0,2,0,71.1,122.0,0.423,0.87,Adventure
Fraser Island,Australia,Oceania,Queensland,-25.918,133.678,103.0,0.6,11.5,19.6,602.0,246.0,11.0,0,6.0,1,0,93.9,166.0,0.437,1.01,Adventure
Byron Bay,Australia,Oceania,New South Wales,-25.458,131.036,300.0,2.2,10.5,20.1,557.0,257.0,22.0,0,4.0,1,1,98.8,185.0,0.769,0.87,Relaxation
Blue Mountains,Australia,Oceania,New South Wales,-25.986,135.987,1851.0,321.5,-2.0,11.5,567.0,180.0,93.0,0,6.0,4,0,84.3,158.0,0.17,0.26,Adventure
Hunter Valley,Australia,Oceania,New South Wales,-22.338,132.739,127.0,219.2,10.7,23.1,434.0,251.0,12.0,1,5.0,0,1,126.3,239.0,0.606,1.91,Luxury
Perth,Australia,Oceania,Western Australia,-26.17,135.461,151.0,180.3,11.3,20.3,477.0,253.0,18.0,1,10.0,2,0,79.7,167.0,0.096,0.22,Culture
Margaret River,Australia,Oceania,Western Australia,-25.805,132.027,267.0,192.8,10.8,21.1,495.0,228.0,13.0,0,9.0,1,0,104.2,212.0,0.118,0.3,Luxury
Broome,Australia,Oceania,Western Australia,-22.778,131.443,195.0,29.8,11.7,23.1,557.0,262.0,0,1,16.0,1,1,81.7,174.0,0.142,0.16,Adventure
Adelaide,Australia,Oceania,South Australia,-24.363,133.651,267.0,177.1,12.5,22.7,441.0,219.0,24.0,1,10.0,1,0,94.7,168.0,0.66,4.02,Culture
Kangaroo Island,Australia,Oceania,South Australia,-21.238,132.578,32.0,0.4,13.5,22.1,676.0,256.0,0,1,10.0,0,0,84.0,171.0,0.882,6.76,Adventure
Barossa Valley,Australia,Oceania,South Australia,-26.384,135.841,131.0,203.4,10.1,22.9,484.0,204.0,8.0,1,2.0,0,0,94.4,201.0,0.699,0.76,Luxury
Hobart,Australia,Oceania,Tasmania,-25.975,133.851,46.0,216.8,11.9,25.5,472.0,268.0,0,0,16.0,1,1,77.7,133.0,0.917,1.12,Culture
Cradle Mountain,Australia,Oceania,Tasmania,-26.386,135.77,1886.0,325.0,-2.1,12.0,568.0,209.0,109.0,1,5.0,3,0,88.1,157.0,0.654,2.01,Adventure
Uluru,Australia,Oceania,Northern Territory,-25.661,136.019,211.0,160.3,10.6,21.8,115.0,280.0,38.0,1,9.0,2,1,75.9,149.0,0.114,0.31,Adventure
Kakadu National Park,Australia,Oceania,Northern Territory,-24.397,133.114,80.0,220.1,12.8,21.2,535.0,222.0,53.0,1,3.0,1,0,80.1,171.0,0.22,0.58,Adventure
Darwin,Australia,Oceania,Northern Territory,-25.959,135.282,119.0,146.7,12.7,23.2,531.0,224.0,37.0,0,6.0,1,0,74.4,148.0,0.478,0.52,Culture
Canberra,Australia,Oceania,ACT,-24.907,132.591,96.0,60.8,12.6,23.2,533.0,250.0,7.0,5,71.0,0,0,103.0,202.0,2.291,0.53,Culture
Phillip Island,Australia,Oceania,Victoria,-24.987,133.268,69.0,1.4,13.7,22.9,582.0,229.0,20.0,0,5.0,2,0,89.2,207.0,0.924,4.05,Adventure
Great Ocean Road,Australia,Oceania,Victoria,-25.863,133.315,115.0,98.0,10.2,22.5,658.0,248.0,31.0,1,27.0,0,0,79.5,155.0,0.375,1.36,Adventure
Noosa,Australia,Oceania,Queensland,-25.698,135.73,183.0,107.6,12.2,22.3,658.0,221.0,9.0,0,12.0,1,0,93.7,157.0,0.191,0.68,Relaxation
Sunshine Coast,Australia,Oceania,Queensland,-30.606,135.633,0,1.4,14.3,22.3,606.0,246.0,34.0,1,5.0,1,1,104.7,208.0,0.753,2.55,Relaxation
Auckland,New Zealand,Oceania,North Island,-40.069,176.247,86.0,0.2,13.5,16.7,1189.0,207.0,13.0,0,13.0,1,1,90.3,151.0,0.294,11.15,Culture
Wellington,New Zealand,Oceania,North Island,-39.895,176.299,180.0,2.0,10.1,16.4,669.0,194.0,11.0,0,21.0,0,1,93.6,168.0,0.83,0.68,Culture
Rotorua,New Zealand,Oceania,North Island,-39.69,170.502,78.0,0.3,11.8,16.1,907.0,226.0,12.0,0,11.0,1,0,90.0,130.0,0.26,6.33,Adventure
Taupo,New Zealand,Oceania,North Island,-41.035,175.16,124.0,1.6,10.8,18.2,1053.0,209.0,20.0,0,1.0,2,0,72.6,154.0,0.259,5.98,Adventure
Bay of Islands,New Zealand,Oceania,North Island,-39.723,174.622,0,2.8,12.1,15.0,1299.0,232.0,14.0,0,4.0,1,1,80.0,157.0,0.269,16.64,Adventure
Coromandel,New Zealand,Oceania,North Island,-39.742,172.711,76.0,1.0,10.9,17.9,1291.0,202.0,22.0,0,6.0,0,1,77.7,169.0,0.213,3.72,Adventure
Hobbiton (Matamata),New Zealand,Oceania,North Island,-40.994,172.359,219.0,2.2,11.7,16.7,961.0,197.0,27.0,0,6.0,2,1,83.0,152.0,1.06,25.53,Family
Tongariro National Park,New Zealand,Oceania,North Island,-40.359,174.952,1949.0,0.4,-0.4,4.3,1228.0,178.0,47.0,0,3.0,4,0,68.0,154.0,0.41,7.24,Adventure
Queenstown,New Zealand,Oceania,South Island,-40.558,174.208,227.0,1.3,8.8,18.0,1210.0,214.0,16.0,0,9.0,1,0,74.5,147.0,0.744,7.79,Adventure
Wanaka,New Zealand,Oceania,South Island,-40.314,175.345,172.0,2.0,10.2,15.9,1139.0,209.0,27.0,0,9.0,0,0,79.2,145.0,0.407,11.38,Adventure
Milford Sound,New Zealand,Oceania,South Island,-40.795,176.959,189.0,2.8,10.9,16.2,1107.0,187.0,7.0,0,4.0,0,0,88.2,154.0,0.27,14.78,Adventure
Fiordland,New Zealand,Oceania,South Island,-40.487,170.543,103.0,0.4,10.7,17.7,1443.0,222.0,11.0,0,10.0,0,0,84.6,163.0,0.421,23.5,Adventure
Christchurch,New Zealand,Oceania,South Island,-40.431,179.273,86.0,0.9,10.8,18.4,1163.0,213.0,15.0,0,7.0,2,1,89.0,148.0,0.746,7.93,Culture
Kaikoura,New Zealand,Oceania,South Island,-42.724,172.364,193.0,0.1,10.6,15.6,813.0,213.0,17.0,0,7.0,1,0,76.7,141.0,0.317,23.93,Adventure
Franz Josef Glacier,New Zealand,Oceania,South Island,-38.294,177.097,2680.0,0.6,-1.9,-2.7,1929.0,177.0,90.0,0,3.0,2,1,125.4,207.0,0.647,8.27,Adventure
Abel Tasman,New Zealand,Oceania,South Island,-40.373,174.242,0,0.8,11.6,18.3,1435.0,193.0,37.0,0,0,0,1,81.6,143.0,0.178,3.39,Adventure
Marlborough,New Zealand,Oceania,South Island,-41.836,174.786,8.0,0.6,11.6,16.5,1305.0,220.0,5.0,0,4.0,1,0,100.2,188.0,0.504,22.51,Luxury
Dunedin,New Zealand,Oceania,South Island,-43.434,174.733,122.0,1.2,9.5,18.5,1673.0,195.0,20.0,0,0,1,1,92.0,163.0,0.647,7.49,Culture
Mount Cook,New Zealand,Oceania,South Island,-40.941,174.557,231.0,1.4,11.2,15.1,936.0,199.0,13.0,0,7.0,0,0,67.0,131.0,0.428,13.87,Adventure
Nadi,Fiji,Oceania,Viti Levu,-17.829,178.267,146.0,187.0,24.5,24.3,1573.0,198.0,20.0,0,12.0,1,0,52.8,147.0,0.034,1.31,Relaxation
Yasawa Islands,Fiji,Oceania,Yasawa,-17.972,179.004,11.0,0.3,24.7,26.9,2269.0,191.0,11.0,0,6.0,0,0,55.5,158.0,0.095,6.06,Relaxation
Mamanuca Islands,Fiji,Oceania,Mamanuca,-20.074,179.212,0,1.6,23.4,27.9,1329.0,198.0,0,0,11.0,0,0,60.8,169.0,0.15,26.5,Relaxation
Taveuni,Fiji,Oceania,Taveuni,-18.597,178.514,71.0,218.5,24.4,27.6,2400.0,236.0,14.0,0,6.0,1,0,48.8,128.0,0.021,0.57,Relaxation
Vanua Levu,Fiji,Oceania,Vanua Levu,-17.53,178.904,223.0,146.7,21.2,24.4,2892.0,208.0,16.0,0,4.0,1,1,48.6,132.0,0.041,2.03,Relaxation
Suva,Fiji,Oceania,Viti Levu,-20.013,176.906,52.0,199.6,25.0,28.0,1852.0,235.0,9.0,0,0,0,1,60.5,163.0,0.328,2.44,Culture
Tahiti - Papeete,French Polynesia,Oceania,Society,-19.461,-149.582,128.0,0.4,22.4,26.3,1939.0,263.0,14.0,0,5.0,2,0,93.3,380.0,0.028,5.52,Culture
Bora Bora,French Polynesia,Oceania,Society,-17.238,-149.258,159.0,1.2,20.8,25.5,1287.0,237.0,0,0,7.0,0,0,87.5,319.0,0.02,4.08,Luxury
Moorea,French Polynesia,Oceania,Society,-15.958,-150.16,169.0,1.3,20.1,26.0,1902.0,239.0,19.0,0,1.0,2,0,94.0,295.0,0.058,11.63,Relaxation
Rangiroa,French Polynesia,Oceania,Tuamotu,-17.499,-149.078,79.0,221.6,23.2,26.3,1837.0,223.0,49.0,0,12.0,1,0,93.3,370.0,0.024,1.18,Relaxation
Huahine,French Polynesia,Oceania,Society,-17.364,-152.224,167.0,76.6,23.5,23.2,1365.0,264.0,22.0,0,3.0,0,0,97.6,312.0,0.011,0.55,Relaxation
Tikehau,French Polynesia,Oceania,Tuamotu,-17.605,-144.462,94.0,169.2,22.7,23.2,2029.0,271.0,13.0,0,0,0,0,83.1,260.0,0.022,1.11,Relaxation
